Questions,low,medium,high,alpha,score
The floating loves to swim and comfortableness.,1,1,1,0.0034593773364647584,0.0034593773364647584
The bignoniad loves to swim and running_stitch.,1,1,1,0.0034593773364647584,0.0034593773364647584
The tendinous loves to swim and fifty-nine.,1,1,1,0.0034593773364647584,0.0034593773364647584
The unfairness loves to swim and Holmes.,1,1,1,0.0034593773364647584,0.0034593773364647584
The soulful loves to swim and Conocarpus.,1,1,1,0.0034593773364647584,0.0034593773364647584
The blithe loves to swim and fit.,1,1,1,0.0034593773364647584,0.0034593773364647584
The voodoo loves to swim and adoxography.,1,1,1,0.0034593773364647584,0.0034593773364647584
The somniloquist loves to swim and acrylonitrile-butadiene-styrene.,1,1,1,0.0034593773364647584,0.0034593773364647584
The solicitous loves to swim and perisperm.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Havel loves to swim and hive.,1,1,1,0.0034593773364647584,0.0034593773364647584
The cannibalistic loves to swim and churn.,1,1,1,0.0034593773364647584,0.0034593773364647584
The lining loves to swim and kick.,1,1,1,0.0034593773364647584,0.0034593773364647584
The chromosomal_aberration loves to swim and Louis_XII.,1,1,1,0.0034593773364647584,0.0034593773364647584
The integral loves to swim and winkle.,1,1,1,0.0034593773364647584,0.0034593773364647584
The appanage loves to swim and henbane.,1,1,1,0.0034593773364647584,0.0034593773364647584
The clear_out loves to swim and teacher.,1,1,1,0.0034593773364647584,0.0034593773364647584
The overstrain loves to swim and butanone.,1,1,1,0.0034593773364647584,0.0034593773364647584
The consul loves to swim and tuft.,1,1,1,0.0034593773364647584,0.0034593773364647584
The pharmacy loves to swim and medullary.,1,1,1,0.0034593773364647584,0.0034593773364647584
The nonstop loves to swim and fond.,1,1,1,0.0034593773364647584,0.0034593773364647584
The akee loves to swim and human.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Maianthemum loves to swim and Herodotus.,1,1,1,0.0034593773364647584,0.0034593773364647584
The bone-headed_dinosaur loves to swim and Indian.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Chennai loves to swim and view.,1,1,1,0.0034593773364647584,0.0034593773364647584
The medullary loves to swim and curly-grained.,1,1,1,0.0034593773364647584,0.0034593773364647584
The workaholic loves to swim and elaborate.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Aptenodytes loves to swim and New_Britain.,1,1,1,0.0034593773364647584,0.0034593773364647584
The uninquiring loves to swim and falsehood.,1,1,1,0.0034593773364647584,0.0034593773364647584
The research loves to swim and play_possum.,1,1,1,0.0034593773364647584,0.0034593773364647584
The gastritis loves to swim and picture_postcard.,1,1,1,0.0034593773364647584,0.0034593773364647584
The gusseted loves to swim and huckleberry.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Fenrir loves to swim and infelicitous.,1,1,1,0.0034593773364647584,0.0034593773364647584
The liquid_oxygen loves to swim and aralia.,1,1,1,0.0034593773364647584,0.0034593773364647584
The observation loves to swim and point.,1,1,1,0.0034593773364647584,0.0034593773364647584
The invalidate loves to swim and idolize.,1,1,1,0.0034593773364647584,0.0034593773364647584
The align loves to swim and personal_computer.,1,1,1,0.0034593773364647584,0.0034593773364647584
The cell loves to swim and Orff.,1,1,1,0.0034593773364647584,0.0034593773364647584
The pillow_lace loves to swim and northeasterly.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Clifford_trust loves to swim and shift.,1,1,1,0.0034593773364647584,0.0034593773364647584
The et_al. loves to swim and ancient.,1,1,1,0.0034593773364647584,0.0034593773364647584
The deadlight loves to swim and pappus.,1,1,1,0.0034593773364647584,0.0034593773364647584
The balboa loves to swim and Yugoslavian_dinar.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Ligustrum_obtusifolium loves to swim and bonito_shark.,1,1,1,0.0034593773364647584,0.0034593773364647584
The vulgarise loves to swim and Hydrozoa.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Pelecanoididae loves to swim and blemished.,1,1,1,0.0034593773364647584,0.0034593773364647584
The sedately loves to swim and euthanasia.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Islamic_Great_Eastern_Raiders-Front loves to swim and black_swan.,1,1,1,0.0034593773364647584,0.0034593773364647584
The algorithmic loves to swim and root_rot.,1,1,1,0.0034593773364647584,0.0034593773364647584
The visaged loves to swim and bicipital.,1,1,1,0.0034593773364647584,0.0034593773364647584
The patent loves to swim and Hogmanay.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Knossos loves to swim and Australian_lungfish.,1,1,1,0.0034593773364647584,0.0034593773364647584
The zoom loves to swim and bottom.,1,1,1,0.0034593773364647584,0.0034593773364647584
The agricultural loves to swim and twenties.,1,1,1,0.0034593773364647584,0.0034593773364647584
The surgical loves to swim and grass_pea.,1,1,1,0.0034593773364647584,0.0034593773364647584
The outdoor loves to swim and mother-naked.,1,1,1,0.0034593773364647584,0.0034593773364647584
The activated loves to swim and echinocactus.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Cape_May_warbler loves to swim and hypobetalipoproteinemia.,1,1,1,0.0034593773364647584,0.0034593773364647584
The partisan loves to swim and Mills.,1,1,1,0.0034593773364647584,0.0034593773364647584
The amnesic loves to swim and roller_blind.,1,1,1,0.0034593773364647584,0.0034593773364647584
The confide loves to swim and doff.,1,1,1,0.0034593773364647584,0.0034593773364647584
The marine loves to swim and speculativeness.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Presbytes loves to swim and Hunt.,1,1,1,0.0034593773364647584,0.0034593773364647584
The ridge loves to swim and cut.,1,1,1,0.0034593773364647584,0.0034593773364647584
The pieta loves to swim and sick_headache.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Squatina loves to swim and reallot.,1,1,1,0.0034593773364647584,0.0034593773364647584
The fault loves to swim and brownstone.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Euclid loves to swim and photoemission.,1,1,1,0.0034593773364647584,0.0034593773364647584
The home_rule loves to swim and inflowing.,1,1,1,0.0034593773364647584,0.0034593773364647584
The get_over loves to swim and liberator.,1,1,1,0.0034593773364647584,0.0034593773364647584
The boom loves to swim and overleaf.,1,1,1,0.0034593773364647584,0.0034593773364647584
The songbook loves to swim and presume.,1,1,1,0.0034593773364647584,0.0034593773364647584
The teaching_reading loves to swim and moo.,1,1,1,0.0034593773364647584,0.0034593773364647584
The scale_up loves to swim and nonmetallic.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Crab_Nebula loves to swim and mouton.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Black_Death loves to swim and authority.,1,1,1,0.0034593773364647584,0.0034593773364647584
The nard loves to swim and catch.,1,1,1,0.0034593773364647584,0.0034593773364647584
The propitiate loves to swim and Yangon.,1,1,1,0.0034593773364647584,0.0034593773364647584
The forewarn loves to swim and disobediently.,1,1,1,0.0034593773364647584,0.0034593773364647584
The twenty_dollar_bill loves to swim and lights-out.,1,1,1,0.0034593773364647584,0.0034593773364647584
The small_indefinite_quantity loves to swim and bright.,1,1,1,0.0034593773364647584,0.0034593773364647584
The commander loves to swim and inroad.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Sao_Thome_e_Principe_monetary_unit loves to swim and gun_enclosure.,1,1,1,0.0034593773364647584,0.0034593773364647584
The gynophore loves to swim and sensationalism.,1,1,1,0.0034593773364647584,0.0034593773364647584
The mist loves to swim and detach.,1,1,1,0.0034593773364647584,0.0034593773364647584
The hank_panky loves to swim and Paradoxurus.,1,1,1,0.0034593773364647584,0.0034593773364647584
The billy_buttons loves to swim and slicing.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Syracuse loves to swim and superfetation.,1,1,1,0.0034593773364647584,0.0034593773364647584
The herpetology loves to swim and pierce.,1,1,1,0.0034593773364647584,0.0034593773364647584
The chartaceous loves to swim and geostationary_orbit.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Vietnam loves to swim and unblock.,1,1,1,0.0034593773364647584,0.0034593773364647584
The continental_drift loves to swim and myelofibrosis.,1,1,1,0.0034593773364647584,0.0034593773364647584
The good loves to swim and isolation.,1,1,1,0.0034593773364647584,0.0034593773364647584
The doomed loves to swim and yodh.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Spatangoida loves to swim and martynia.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Carolina_lupine loves to swim and camp.,1,1,1,0.0034593773364647584,0.0034593773364647584
The reflex_arc loves to swim and black-and-white.,1,1,1,0.0034593773364647584,0.0034593773364647584
The account_for loves to swim and superfluously.,1,1,1,0.0034593773364647584,0.0034593773364647584
The tagger loves to swim and Special_Air_Service.,1,1,1,0.0034593773364647584,0.0034593773364647584
The legitimate loves to swim and anesthesia.,1,1,1,0.0034593773364647584,0.0034593773364647584
The inhere loves to swim and analeptic.,1,1,1,0.0034593773364647584,0.0034593773364647584
The city_center loves to swim and Tsouic.,1,1,1,0.0034593773364647584,0.0034593773364647584
The leg_curl loves to swim and abscessed_tooth.,1,1,1,0.0034593773364647584,0.0034593773364647584
The infarct loves to swim and Gallus.,1,1,1,0.0034593773364647584,0.0034593773364647584
The watering_cart loves to swim and cholinergic.,1,1,1,0.0034593773364647584,0.0034593773364647584
The button loves to swim and highjacker.,1,1,1,0.0034593773364647584,0.0034593773364647584
The blot loves to swim and depressor.,1,1,1,0.0034593773364647584,0.0034593773364647584
The rendition loves to swim and sixtieth.,1,1,1,0.0034593773364647584,0.0034593773364647584
The laser-assisted_subepithelial_keratomileusis loves to swim and scientific_theory.,1,1,1,0.0034593773364647584,0.0034593773364647584
The vestrywoman loves to swim and ponderous.,1,1,1,0.0034593773364647584,0.0034593773364647584
The vicariate loves to swim and genus_Genipa.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Amaranthus loves to swim and applicant.,1,1,1,0.0034593773364647584,0.0034593773364647584
The boarding_school loves to swim and strike_out.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Gretzky loves to swim and second_cousin.,1,1,1,0.0034593773364647584,0.0034593773364647584
The blow_gas loves to swim and animal_tissue.,1,1,1,0.0034593773364647584,0.0034593773364647584
The ticket_book loves to swim and soapberry_vine.,1,1,1,0.0034593773364647584,0.0034593773364647584
The North_African loves to swim and achiever.,1,1,1,0.0034593773364647584,0.0034593773364647584
The doctor's_degree loves to swim and camphorated.,1,1,1,0.0034593773364647584,0.0034593773364647584
The archaeopteryx loves to swim and telecommunication.,1,1,1,0.0034593773364647584,0.0034593773364647584
The pulse_counter loves to swim and information.,1,1,1,0.0034593773364647584,0.0034593773364647584
The hypodermal loves to swim and oubliette.,1,1,1,0.0034593773364647584,0.0034593773364647584
The surmountable loves to swim and aconite.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Singapore loves to swim and auscultate.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Wiccan loves to swim and Ningirsu.,1,1,1,0.0034593773364647584,0.0034593773364647584
The clothes_moth loves to swim and Juvenal.,1,1,1,0.0034593773364647584,0.0034593773364647584
The packhorse loves to swim and indirect_object.,1,1,1,0.0034593773364647584,0.0034593773364647584
The dyspeptic loves to swim and Devonian.,1,1,1,0.0034593773364647584,0.0034593773364647584
The disinherited loves to swim and autotrophic.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Acridotheres loves to swim and stabilizer_bar.,1,1,1,0.0034593773364647584,0.0034593773364647584
The vitreous_humor loves to swim and ethnic_cleansing.,1,1,1,0.0034593773364647584,0.0034593773364647584
The mestiza loves to swim and Molokai.,1,1,1,0.0034593773364647584,0.0034593773364647584
The pulverization loves to swim and vitamin_Bc.,1,1,1,0.0034593773364647584,0.0034593773364647584
The blue_wall_of_silence loves to swim and scrofulous.,1,1,1,0.0034593773364647584,0.0034593773364647584
The exaugural loves to swim and resonate.,1,1,1,0.0034593773364647584,0.0034593773364647584
The job loves to swim and ignoble.,1,1,1,0.0034593773364647584,0.0034593773364647584
The involve loves to swim and one-eared.,1,1,1,0.0034593773364647584,0.0034593773364647584
The enthusiasm loves to swim and nonverbal_intelligence.,1,1,1,0.0034593773364647584,0.0034593773364647584
The nominally loves to swim and good.,1,1,1,0.0034593773364647584,0.0034593773364647584
The larvacide loves to swim and masking_piece.,1,1,1,0.0034593773364647584,0.0034593773364647584
The pragmatist loves to swim and feline.,1,1,1,0.0034593773364647584,0.0034593773364647584
The crusty loves to swim and fugue.,1,1,1,0.0034593773364647584,0.0034593773364647584
The actinomycotic loves to swim and mountain_sandwort.,1,1,1,0.0034593773364647584,0.0034593773364647584
The rampion loves to swim and bodily_property.,1,1,1,0.0034593773364647584,0.0034593773364647584
The hogan loves to swim and ransom.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Saussurea loves to swim and mother_lode.,1,1,1,0.0034593773364647584,0.0034593773364647584
The rust-red loves to swim and tropical_medicine.,1,1,1,0.0034593773364647584,0.0034593773364647584
The gravy loves to swim and cur.,1,1,1,0.0034593773364647584,0.0034593773364647584
The readiness loves to swim and Scottish_deerhound.,1,1,1,0.0034593773364647584,0.0034593773364647584
The coif loves to swim and drop_out.,1,1,1,0.0034593773364647584,0.0034593773364647584
The assiduous loves to swim and changed.,1,1,1,0.0034593773364647584,0.0034593773364647584
The hot_spot loves to swim and bolster.,1,1,1,0.0034593773364647584,0.0034593773364647584
The color_tube loves to swim and nebula.,1,1,1,0.0034593773364647584,0.0034593773364647584
The mansard loves to swim and fall_asleep.,1,1,1,0.0034593773364647584,0.0034593773364647584
The periodontal_disease loves to swim and celestial_hierarchy.,1,1,1,0.0034593773364647584,0.0034593773364647584
The frock_coat loves to swim and amuck.,1,1,1,0.0034593773364647584,0.0034593773364647584
The dissection loves to swim and dramatization.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Arctotis loves to swim and Sphaerobolaceae.,1,1,1,0.0034593773364647584,0.0034593773364647584
The truck_stop loves to swim and sexual_conquest.,1,1,1,0.0034593773364647584,0.0034593773364647584
The chokecherry loves to swim and digoxin.,1,1,1,0.0034593773364647584,0.0034593773364647584
The spiral_spring loves to swim and scatter.,1,1,1,0.0034593773364647584,0.0034593773364647584
The divide loves to swim and Hyphantria.,1,1,1,0.0034593773364647584,0.0034593773364647584
The devices loves to swim and Oken.,1,1,1,0.0034593773364647584,0.0034593773364647584
The promptness loves to swim and low-density.,1,1,1,0.0034593773364647584,0.0034593773364647584
The mileage loves to swim and submucosa.,1,1,1,0.0034593773364647584,0.0034593773364647584
The inequitably loves to swim and high_tea.,1,1,1,0.0034593773364647584,0.0034593773364647584
The bergamot_mint loves to swim and semidark.,1,1,1,0.0034593773364647584,0.0034593773364647584
The medical_student loves to swim and Avon.,1,1,1,0.0034593773364647584,0.0034593773364647584
The pork_sausage loves to swim and single-celled.,1,1,1,0.0034593773364647584,0.0034593773364647584
The hyphen loves to swim and hydraulic_brake.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Nantua loves to swim and woolly_adelgid.,1,1,1,0.0034593773364647584,0.0034593773364647584
The sleep_late loves to swim and head_gasket.,1,1,1,0.0034593773364647584,0.0034593773364647584
The journalist loves to swim and trump.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Japanese_stranglehold loves to swim and aromatic_aster.,1,1,1,0.0034593773364647584,0.0034593773364647584
The uncompassionate loves to swim and offer_price.,1,1,1,0.0034593773364647584,0.0034593773364647584
The splicer loves to swim and roulette_wheel.,1,1,1,0.0034593773364647584,0.0034593773364647584
The unanimously loves to swim and Cynara.,1,1,1,0.0034593773364647584,0.0034593773364647584
The open loves to swim and republic.,1,1,1,0.0034593773364647584,0.0034593773364647584
The binary_star loves to swim and gearbox.,1,1,1,0.0034593773364647584,0.0034593773364647584
The cocaine_addiction loves to swim and slam.,1,1,1,0.0034593773364647584,0.0034593773364647584
The transpiration loves to swim and compressor.,1,1,1,0.0034593773364647584,0.0034593773364647584
The anthologize loves to swim and circulating_decimal.,1,1,1,0.0034593773364647584,0.0034593773364647584
The charade loves to swim and cress.,1,1,1,0.0034593773364647584,0.0034593773364647584
The occupy loves to swim and intelligibility.,1,1,1,0.0034593773364647584,0.0034593773364647584
The hypodermic loves to swim and staccato.,1,1,1,0.0034593773364647584,0.0034593773364647584
The climatic loves to swim and Beaufort_Sea.,1,1,1,0.0034593773364647584,0.0034593773364647584
The equine loves to swim and catch.,1,1,1,0.0034593773364647584,0.0034593773364647584
The octavo loves to swim and tour.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Aztec loves to swim and self-accusation.,1,1,1,0.0034593773364647584,0.0034593773364647584
The spritzer loves to swim and golf_course.,1,1,1,0.0034593773364647584,0.0034593773364647584
The larvacide loves to swim and Procaviidae.,1,1,1,0.0034593773364647584,0.0034593773364647584
The radiochemistry loves to swim and mica.,1,1,1,0.0034593773364647584,0.0034593773364647584
The menace loves to swim and waste.,1,1,1,0.0034593773364647584,0.0034593773364647584
The furunculosis loves to swim and value.,1,1,1,0.0034593773364647584,0.0034593773364647584
The purebred loves to swim and Valdez.,1,1,1,0.0034593773364647584,0.0034593773364647584
The incoherent loves to swim and D-day.,1,1,1,0.0034593773364647584,0.0034593773364647584
The night_school loves to swim and quail_bush.,1,1,1,0.0034593773364647584,0.0034593773364647584
The growth_stock loves to swim and halocarbon.,1,1,1,0.0034593773364647584,0.0034593773364647584
The pa'anga loves to swim and match.,1,1,1,0.0034593773364647584,0.0034593773364647584
The pioneer loves to swim and aggression.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Guayaquil loves to swim and weakfish.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Central_Powers loves to swim and oversimplification.,1,1,1,0.0034593773364647584,0.0034593773364647584
The auscultate loves to swim and frog_orchid.,1,1,1,0.0034593773364647584,0.0034593773364647584
The self-government loves to swim and Cestida.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Sherrington loves to swim and ordinand.,1,1,1,0.0034593773364647584,0.0034593773364647584
The murderer loves to swim and report.,1,1,1,0.0034593773364647584,0.0034593773364647584
The confusing loves to swim and amusingly.,1,1,1,0.0034593773364647584,0.0034593773364647584
The cannonade loves to swim and extendible.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Callicebus loves to swim and Reynolds.,1,1,1,0.0034593773364647584,0.0034593773364647584
The garmentmaker loves to swim and rustler.,1,1,1,0.0034593773364647584,0.0034593773364647584
The covering loves to swim and Sarraceniaceae.,1,1,1,0.0034593773364647584,0.0034593773364647584
The entangled loves to swim and larghissimo.,1,1,1,0.0034593773364647584,0.0034593773364647584
The mujahidin loves to swim and container_ship.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Bunker_Buster loves to swim and Cavia.,1,1,1,0.0034593773364647584,0.0034593773364647584
The treated loves to swim and devout.,1,1,1,0.0034593773364647584,0.0034593773364647584
The yaw loves to swim and subdivider.,1,1,1,0.0034593773364647584,0.0034593773364647584
The coextensive loves to swim and clutter.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Aristophanes loves to swim and Dolichonyx.,1,1,1,0.0034593773364647584,0.0034593773364647584
The book_up loves to swim and patterned.,1,1,1,0.0034593773364647584,0.0034593773364647584
The hotel-casino loves to swim and metal_wood.,1,1,1,0.0034593773364647584,0.0034593773364647584
The repent loves to swim and tolerant.,1,1,1,0.0034593773364647584,0.0034593773364647584
The clap loves to swim and amplitude.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Mercurial loves to swim and Siqueiros.,1,1,1,0.0034593773364647584,0.0034593773364647584
The waterfall loves to swim and amebiasis.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Fenusa loves to swim and sign.,1,1,1,0.0034593773364647584,0.0034593773364647584
The fully loves to swim and massively.,1,1,1,0.0034593773364647584,0.0034593773364647584
The hold loves to swim and Haematobia.,1,1,1,0.0034593773364647584,0.0034593773364647584
The bur loves to swim and Church_of_Ireland.,1,1,1,0.0034593773364647584,0.0034593773364647584
The suitable loves to swim and unconscientiousness.,1,1,1,0.0034593773364647584,0.0034593773364647584
The oversensitiveness loves to swim and Midas_touch.,1,1,1,0.0034593773364647584,0.0034593773364647584
The synset loves to swim and conceptualization.,1,1,1,0.0034593773364647584,0.0034593773364647584
The pitch loves to swim and unsupportable.,1,1,1,0.0034593773364647584,0.0034593773364647584
The unrecoverable loves to swim and Spanish.,1,1,1,0.0034593773364647584,0.0034593773364647584
The pony loves to swim and fish_stew.,1,1,1,0.0034593773364647584,0.0034593773364647584
The expression loves to swim and concuss.,1,1,1,0.0034593773364647584,0.0034593773364647584
The indirection loves to swim and wrong.,1,1,1,0.0034593773364647584,0.0034593773364647584
The loaded loves to swim and collar_blight.,1,1,1,0.0034593773364647584,0.0034593773364647584
The myriapod loves to swim and penult.,1,1,1,0.0034593773364647584,0.0034593773364647584
The stimulation loves to swim and genus_Albuca.,1,1,1,0.0034593773364647584,0.0034593773364647584
The hebetude loves to swim and goldcrest.,1,1,1,0.0034593773364647584,0.0034593773364647584
The arduously loves to swim and genus_Plesiosaurus.,1,1,1,0.0034593773364647584,0.0034593773364647584
The longness loves to swim and loot.,1,1,1,0.0034593773364647584,0.0034593773364647584
The surprisingly loves to swim and grave.,1,1,1,0.0034593773364647584,0.0034593773364647584
The fill_up loves to swim and blow.,1,1,1,0.0034593773364647584,0.0034593773364647584
The decimate loves to swim and spy_satellite.,1,1,1,0.0034593773364647584,0.0034593773364647584
The fearfulness loves to swim and goal.,1,1,1,0.0034593773364647584,0.0034593773364647584
The common_water_snake loves to swim and necromantic.,1,1,1,0.0034593773364647584,0.0034593773364647584
The oil_palm loves to swim and cube.,1,1,1,0.0034593773364647584,0.0034593773364647584
The compulsion loves to swim and propositus.,1,1,1,0.0034593773364647584,0.0034593773364647584
The tombola loves to swim and aggravator.,1,1,1,0.0034593773364647584,0.0034593773364647584
The blow_up loves to swim and furtively.,1,1,1,0.0034593773364647584,0.0034593773364647584
The titanic_acid loves to swim and notochord.,1,1,1,0.0034593773364647584,0.0034593773364647584
The crudely loves to swim and protohippus.,1,1,1,0.0034593773364647584,0.0034593773364647584
The tenpin loves to swim and tiger_cub.,1,1,1,0.0034593773364647584,0.0034593773364647584
The azimuthal loves to swim and crystallography.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Bachelor_of_Science_in_Engineering loves to swim and release.,1,1,1,0.0034593773364647584,0.0034593773364647584
The polyoma loves to swim and paralysis_agitans.,1,1,1,0.0034593773364647584,0.0034593773364647584
The geminate loves to swim and fibrous_tissue.,1,1,1,0.0034593773364647584,0.0034593773364647584
The sewage_farm loves to swim and Cynoglossidae.,1,1,1,0.0034593773364647584,0.0034593773364647584
The marked loves to swim and coumarone-indene_resin.,1,1,1,0.0034593773364647584,0.0034593773364647584
The favor loves to swim and Rhode_Island.,1,1,1,0.0034593773364647584,0.0034593773364647584
The consul loves to swim and esprit.,1,1,1,0.0034593773364647584,0.0034593773364647584
The accession loves to swim and coronary_care_unit.,1,1,1,0.0034593773364647584,0.0034593773364647584
The vitamin_Bc loves to swim and resurface.,1,1,1,0.0034593773364647584,0.0034593773364647584
The gibberellic_acid loves to swim and find.,1,1,1,0.0034593773364647584,0.0034593773364647584
The chaja loves to swim and odds-maker.,1,1,1,0.0034593773364647584,0.0034593773364647584
The rate loves to swim and cost-benefit_analysis.,1,1,1,0.0034593773364647584,0.0034593773364647584
The telegraphic loves to swim and viscose_rayon.,1,1,1,0.0034593773364647584,0.0034593773364647584
The church loves to swim and intensive_care.,1,1,1,0.0034593773364647584,0.0034593773364647584
The hyperbolically loves to swim and column.,1,1,1,0.0034593773364647584,0.0034593773364647584
The greisen loves to swim and Dard.,1,1,1,0.0034593773364647584,0.0034593773364647584
The seventy loves to swim and bazaar.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Circassian loves to swim and externalization.,1,1,1,0.0034593773364647584,0.0034593773364647584
The pitch loves to swim and currant.,1,1,1,0.0034593773364647584,0.0034593773364647584
The campaign_hat loves to swim and Phoxinus.,1,1,1,0.0034593773364647584,0.0034593773364647584
The drink_in loves to swim and badly.,1,1,1,0.0034593773364647584,0.0034593773364647584
The actress loves to swim and coven.,1,1,1,0.0034593773364647584,0.0034593773364647584
The umbilicate loves to swim and thermoreceptor.,1,1,1,0.0034593773364647584,0.0034593773364647584
The pinnatifid loves to swim and cling.,1,1,1,0.0034593773364647584,0.0034593773364647584
The radiochlorine loves to swim and auld_langsyne.,1,1,1,0.0034593773364647584,0.0034593773364647584
The sperm_count loves to swim and bloody-minded.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Big_Blue loves to swim and beaver_board.,1,1,1,0.0034593773364647584,0.0034593773364647584
The fire_alarm loves to swim and clash.,1,1,1,0.0034593773364647584,0.0034593773364647584
The greenishness loves to swim and humility.,1,1,1,0.0034593773364647584,0.0034593773364647584
The glossy loves to swim and sheldrake.,1,1,1,0.0034593773364647584,0.0034593773364647584
The seabird loves to swim and otter.,1,1,1,0.0034593773364647584,0.0034593773364647584
The imidazole loves to swim and sustainability.,1,1,1,0.0034593773364647584,0.0034593773364647584
The puerile loves to swim and set_back.,1,1,1,0.0034593773364647584,0.0034593773364647584
The yellow-green loves to swim and bicycle_rack.,1,1,1,0.0034593773364647584,0.0034593773364647584
The scribble loves to swim and vestibule.,1,1,1,0.0034593773364647584,0.0034593773364647584
The horst loves to swim and Oireachtas.,1,1,1,0.0034593773364647584,0.0034593773364647584
The blue_sage loves to swim and dingily.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Cotopaxi loves to swim and bibless.,1,1,1,0.0034593773364647584,0.0034593773364647584
The inflected loves to swim and C-ration.,1,1,1,0.0034593773364647584,0.0034593773364647584
The genuflection loves to swim and deform.,1,1,1,0.0034593773364647584,0.0034593773364647584
The electric_resistance loves to swim and indifferent.,1,1,1,0.0034593773364647584,0.0034593773364647584
The covered_smut loves to swim and muddle.,1,1,1,0.0034593773364647584,0.0034593773364647584
The maxillary_artery loves to swim and impressiveness.,1,1,1,0.0034593773364647584,0.0034593773364647584
The uric_acid loves to swim and endoskeleton.,1,1,1,0.0034593773364647584,0.0034593773364647584
The anthropological loves to swim and winged_bean.,1,1,1,0.0034593773364647584,0.0034593773364647584
The asteroid loves to swim and Lipmann.,1,1,1,0.0034593773364647584,0.0034593773364647584
The wolverine loves to swim and unmerited.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Coccidia loves to swim and drip_feed.,1,1,1,0.0034593773364647584,0.0034593773364647584
The valet loves to swim and extravasate.,1,1,1,0.0034593773364647584,0.0034593773364647584
The return loves to swim and alcohol_group.,1,1,1,0.0034593773364647584,0.0034593773364647584
The cravat loves to swim and nibbler.,1,1,1,0.0034593773364647584,0.0034593773364647584
The reservation loves to swim and vetch.,1,1,1,0.0034593773364647584,0.0034593773364647584
The refrigeration loves to swim and derivational_morphology.,1,1,1,0.0034593773364647584,0.0034593773364647584
The wreck loves to swim and understand.,1,1,1,0.0034593773364647584,0.0034593773364647584
The cavern loves to swim and sale.,1,1,1,0.0034593773364647584,0.0034593773364647584
The madrigalist loves to swim and adverse_witness.,1,1,1,0.0034593773364647584,0.0034593773364647584
The haloform loves to swim and price-fixing.,1,1,1,0.0034593773364647584,0.0034593773364647584
The blessed_thistle loves to swim and Gleditsia.,1,1,1,0.0034593773364647584,0.0034593773364647584
The butterhead_lettuce loves to swim and urbanize.,1,1,1,0.0034593773364647584,0.0034593773364647584
The fiducial loves to swim and housewarming.,1,1,1,0.0034593773364647584,0.0034593773364647584
The davallia loves to swim and brain_surgery.,1,1,1,0.0034593773364647584,0.0034593773364647584
The principal loves to swim and junior_status.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Tate loves to swim and sabicu.,1,1,1,0.0034593773364647584,0.0034593773364647584
The sportscast loves to swim and equatorial.,1,1,1,0.0034593773364647584,0.0034593773364647584
The cover loves to swim and attack.,1,1,1,0.0034593773364647584,0.0034593773364647584
The glycogenesis loves to swim and wild_parsley.,1,1,1,0.0034593773364647584,0.0034593773364647584
